date,fund_id,y_true,xgb,fold
2022-06-13,LIC_LargeCap,1,0.9159376,4
2022-06-14,LIC_LargeCap,1,0.8924807,4
2022-06-15,LIC_LargeCap,0,0.86659676,4
2022-06-16,LIC_LargeCap,0,0.8775547,4
2022-06-17,LIC_LargeCap,0,0.86476076,4
2022-06-20,LIC_LargeCap,0,0.802899,4
2022-06-21,LIC_LargeCap,0,0.85726535,4
2022-06-22,LIC_LargeCap,0,0.77094847,4
2022-06-23,LIC_LargeCap,0,0.746953,4
2022-06-24,LIC_LargeCap,0,0.81763864,4
2022-06-27,LIC_LargeCap,0,0.8610679,4
2022-06-28,LIC_LargeCap,1,0.92537993,4
2022-06-29,LIC_LargeCap,1,0.928006,4
2022-06-30,LIC_LargeCap,1,0.89719754,4
2022-07-01,LIC_LargeCap,1,0.8929276,4
2022-07-04,LIC_LargeCap,1,0.8845808,4
2022-07-05,LIC_LargeCap,0,0.7737823,4
2022-07-06,LIC_LargeCap,0,0.7231687,4
2022-07-07,LIC_LargeCap,0,0.5996563,4
2022-07-08,LIC_LargeCap,0,0.6880275,4
2022-07-11,LIC_LargeCap,0,0.80165577,4
2022-07-12,LIC_LargeCap,1,0.8250412,4
2022-07-13,LIC_LargeCap,1,0.79974383,4
2022-07-14,LIC_LargeCap,0,0.77121395,4
2022-07-15,LIC_LargeCap,0,0.84738946,4
2022-07-18,LIC_LargeCap,0,0.8488006,4
2022-07-19,LIC_LargeCap,0,0.84883684,4
2022-07-20,LIC_LargeCap,0,0.74890226,4
2022-07-21,LIC_LargeCap,0,0.85188276,4
2022-07-22,LIC_LargeCap,0,0.733137,4
2022-07-25,LIC_LargeCap,0,0.7240957,4
2022-07-26,LIC_LargeCap,0,0.6556184,4
2022-07-27,LIC_LargeCap,0,0.59852886,4
2022-07-28,LIC_LargeCap,0,0.4364855,4
2022-07-29,LIC_LargeCap,0,0.47588018,4
2022-08-01,LIC_LargeCap,0,0.7058277,4
2022-08-02,LIC_LargeCap,0,0.62040335,4
2022-08-03,LIC_LargeCap,0,0.6397316,4
2022-08-04,LIC_LargeCap,0,0.30782682,4
2022-08-05,LIC_LargeCap,0,0.33385938,4
2022-08-08,LIC_LargeCap,0,0.27822974,4
2022-08-10,LIC_LargeCap,0,0.36897305,4
2022-08-11,LIC_LargeCap,0,0.3468271,4
2022-08-12,LIC_LargeCap,0,0.43756145,4
2022-08-16,LIC_LargeCap,0,0.29558685,4
2022-08-17,LIC_LargeCap,0,0.33728024,4
2022-08-18,LIC_LargeCap,0,0.25865823,4
2022-08-19,LIC_LargeCap,0,0.25494477,4
2022-08-22,LIC_LargeCap,0,0.3522368,4
2022-08-23,LIC_LargeCap,0,0.29658717,4
2022-08-24,LIC_LargeCap,0,0.24560761,4
2022-08-25,LIC_LargeCap,0,0.29552072,4
2022-08-26,LIC_LargeCap,0,0.36558747,4
2022-08-29,LIC_LargeCap,0,0.32937923,4
2022-08-30,LIC_LargeCap,0,0.35459924,4
2022-09-01,LIC_LargeCap,0,0.3891901,4
2022-09-02,LIC_LargeCap,0,0.30372262,4
2022-09-05,LIC_LargeCap,0,0.28804454,4
2022-09-06,LIC_LargeCap,0,0.34191713,4
2022-09-07,LIC_LargeCap,0,0.51493293,4
2022-09-08,LIC_LargeCap,0,0.48757154,4
2022-09-09,LIC_LargeCap,0,0.39645272,4
2022-09-12,LIC_LargeCap,0,0.34361672,4
2022-09-13,LIC_LargeCap,0,0.41914204,4
2022-09-14,LIC_LargeCap,0,0.51210123,4
2022-09-15,LIC_LargeCap,0,0.3769042,4
2022-09-16,LIC_LargeCap,0,0.42198896,4
2022-09-19,LIC_LargeCap,0,0.41722238,4
2022-09-20,LIC_LargeCap,0,0.41496316,4
2022-09-21,LIC_LargeCap,1,0.5647817,4
2022-09-22,LIC_LargeCap,1,0.50659364,4
2022-09-23,LIC_LargeCap,0,0.5748038,4
2022-09-26,LIC_LargeCap,0,0.46464202,4
2022-09-27,LIC_LargeCap,0,0.5072999,4
2022-09-28,LIC_LargeCap,0,0.3912217,4
2022-09-29,LIC_LargeCap,0,0.29414228,4
2022-09-30,LIC_LargeCap,0,0.29108703,4
2022-10-03,LIC_LargeCap,0,0.20953476,4
2022-10-04,LIC_LargeCap,0,0.33612117,4
2022-10-06,LIC_LargeCap,0,0.28944367,4
2022-10-07,LIC_LargeCap,0,0.27090096,4
2022-10-10,LIC_LargeCap,0,0.29124233,4
2022-10-11,LIC_LargeCap,0,0.30545047,4
2022-10-12,LIC_LargeCap,0,0.25248194,4
2022-10-13,LIC_LargeCap,0,0.20314504,4
2022-10-14,LIC_LargeCap,0,0.24919537,4
2022-10-17,LIC_LargeCap,0,0.3034128,4
2022-10-18,LIC_LargeCap,0,0.4923737,4
2022-10-19,LIC_LargeCap,0,0.44179568,4
2022-10-20,LIC_LargeCap,0,0.45366928,4
2022-10-21,LIC_LargeCap,0,0.37992167,4
2022-10-25,LIC_LargeCap,0,0.45430312,4
2022-10-27,LIC_LargeCap,0,0.53689575,4
2022-10-28,LIC_LargeCap,0,0.56907433,4
2022-10-31,LIC_LargeCap,0,0.52841693,4
2022-11-01,LIC_LargeCap,0,0.5664339,4
2022-11-02,LIC_LargeCap,1,0.64212894,4
2022-11-03,LIC_LargeCap,1,0.73958874,4
2022-11-04,LIC_LargeCap,1,0.7820512,4
2022-11-07,LIC_LargeCap,1,0.7652028,4
2022-11-09,LIC_LargeCap,1,0.8594266,4
2022-11-10,LIC_LargeCap,1,0.8510858,4
2022-11-11,LIC_LargeCap,1,0.8768498,4
2022-11-14,LIC_LargeCap,1,0.8827566,4
2022-11-15,LIC_LargeCap,1,0.9295031,4
2022-11-16,LIC_LargeCap,1,0.92741853,4
2022-11-17,LIC_LargeCap,1,0.9510052,4
2022-11-18,LIC_LargeCap,1,0.955369,4
2022-11-21,LIC_LargeCap,1,0.94436604,4
2022-11-22,LIC_LargeCap,1,0.95902807,4
2022-11-23,LIC_LargeCap,1,0.9591085,4
2022-11-24,LIC_LargeCap,1,0.9614228,4
2022-11-25,LIC_LargeCap,1,0.9586103,4
2022-11-28,LIC_LargeCap,1,0.95264816,4
2022-11-29,LIC_LargeCap,1,0.94833875,4
2022-11-30,LIC_LargeCap,1,0.9576897,4
2022-12-01,LIC_LargeCap,1,0.96036977,4
2022-12-02,LIC_LargeCap,1,0.95678484,4
2022-12-05,LIC_LargeCap,1,0.9480251,4
2022-12-06,LIC_LargeCap,1,0.9491251,4
2022-12-07,LIC_LargeCap,1,0.94515413,4
2022-12-08,LIC_LargeCap,1,0.9383769,4
2022-12-09,LIC_LargeCap,1,0.9417684,4
2022-12-12,LIC_LargeCap,1,0.9486686,4
2022-12-13,LIC_LargeCap,1,0.95193464,4
2022-12-14,LIC_LargeCap,1,0.94759196,4
2022-12-15,LIC_LargeCap,1,0.922291,4
2022-12-16,LIC_LargeCap,1,0.9161926,4
2022-12-19,LIC_LargeCap,1,0.94359845,4
2022-12-20,LIC_LargeCap,1,0.9576112,4
