date,gold_inr
2017-06-19,1244.199951
2017-06-20,1241
2017-06-21,1243.400024
2017-06-22,1247.599976
2017-06-23,1256.199951
2017-06-26,1246.300049
2017-06-27,1246.400024
2017-06-28,1248
2017-06-29,1244.199951
2017-06-30,1240.699951
2017-07-03,1217.900024
2017-07-05,1220.400024
2017-07-06,1222.199951
2017-07-07,1208.599976
2017-07-10,1212.099976
2017-07-11,1213.599976
2017-07-12,1218.099976
2017-07-13,1216.300049
2017-07-14,1226.599976
2017-07-17,1232.800049
2017-07-18,1241.099976
2017-07-19,1241.199951
2017-07-20,1244.800049
2017-07-21,1254.300049
2017-07-24,1253.900024
2017-07-25,1251.699951
2017-07-26,1249
2017-07-27,1259.599976
2017-07-28,1268.400024
2017-07-31,1266.599976
2017-08-01,1272.599976
2017-08-02,1271.800049
2017-08-03,1267.800049
2017-08-04,1258.300049
2017-08-07,1258.199951
2017-08-08,1256.400024
2017-08-09,1273
2017-08-10,1283.699951
2017-08-11,1287.699951
2017-08-14,1284.199951
2017-08-15,1273.699951
2017-08-16,1276.900024
2017-08-17,1286.400024
2017-08-18,1285.699951
2017-08-21,1290.800049
2017-08-22,1285.099976
2017-08-23,1288.900024
2017-08-24,1286.5
2017-08-25,1292.5
2017-08-28,1309.699951
2017-08-29,1313.099976
2017-08-30,1308.099976
2017-08-31,1316.199951
2017-09-01,1324.5
2017-09-05,1339.199951
2017-09-06,1333.900024
2017-09-07,1345.099976
2017-09-08,1346
2017-09-11,1331
2017-09-12,1328
2017-09-13,1323.400024
2017-09-14,1324.699951
2017-09-15,1320.400024
2017-09-18,1306.300049
2017-09-19,1306.199951
2017-09-20,1312
2017-09-21,1290.599976
2017-09-22,1293.300049
2017-09-25,1306.800049
2017-09-26,1297
2017-09-27,1283.400024
2017-09-28,1285.5
2017-09-29,1281.5
2017-10-02,1272.699951
2017-10-03,1271.5
2017-10-04,1273.699951
2017-10-05,1269.900024
2017-10-06,1271.599976
2017-10-09,1281.800049
2017-10-10,1290.599976
2017-10-11,1285.800049
2017-10-12,1293.300049
2017-10-13,1301.5
2017-10-16,1299.900024
2017-10-17,1283
2017-10-18,1279.900024
2017-10-19,1286.900024
2017-10-20,1277.400024
2017-10-23,1277.699951
2017-10-24,1275
2017-10-25,1275.400024
2017-10-26,1266.300049
2017-10-27,1268.5
2017-10-30,1274.099976
2017-10-31,1267
2017-11-01,1274.099976
2017-11-02,1274.900024
2017-11-03,1266.5
2017-11-06,1279.400024
2017-11-07,1273.699951
2017-11-08,1281.599976
2017-11-09,1285.599976
2017-11-10,1272.400024
2017-11-13,1277.300049
2017-11-14,1281.5
2017-11-15,1276.5
2017-11-16,1277.400024
2017-11-17,1295.800049
2017-11-20,1274.599976
2017-11-21,1281.099976
2017-11-22,1291.599976
2017-11-24,1286.699951
2017-11-27,1293.800049
2017-11-28,1294.699951
2017-11-29,1282.099976
2017-11-30,1273.199951
2017-12-01,1278.800049
2017-12-04,1274.300049
2017-12-05,1261.599976
2017-12-06,1262.800049
2017-12-07,1249.800049
2017-12-08,1245.199951
2017-12-11,1243.699951
2017-12-12,1238.5
2017-12-13,1245.400024
2017-12-14,1253.800049
2017-12-15,1254.300049
2017-12-18,1262.199951
2017-12-19,1260.699951
2017-12-20,1266.099976
2017-12-21,1267.300049
2017-12-22,1275.400024
2017-12-26,1284.099976
2017-12-27,1287
2017-12-28,1294.099976
2017-12-29,1306.300049
2018-01-02,1313.699951
2018-01-03,1316.199951
2018-01-04,1319.400024
2018-01-05,1320.300049
2018-01-08,1318.599976
2018-01-09,1311.699951
2018-01-10,1317.400024
2018-01-11,1320.599976
2018-01-12,1333.400024
2018-01-16,1335.400024
2018-01-17,1338
2018-01-18,1326
2018-01-19,1331.900024
2018-01-22,1330.900024
2018-01-23,1335.699951
2018-01-24,1355.900024
2018-01-25,1362.400024
2018-01-26,1351.599976
2018-01-30,1335.400024
2018-01-31,1339
2018-02-01,1344.300049
2018-02-02,1333.699951
2018-02-05,1333
2018-02-06,1326.099976
2018-02-07,1311.599976
2018-02-08,1316.900024
2018-02-09,1313.099976
2018-02-12,1324.199951
2018-02-13,1328.099976
2018-02-14,1355.5
2018-02-15,1352.099976
2018-02-16,1353.199951
2018-02-20,1328.800049
2018-02-21,1330
2018-02-22,1330.599976
2018-02-23,1328.199951
2018-02-26,1330.699951
2018-02-27,1315.5
2018-02-28,1315.5
2018-03-01,1302.900024
2018-03-02,1321.099976
2018-03-05,1318.099976
2018-03-06,1333.599976
2018-03-07,1326
2018-03-08,1319.900024
2018-03-09,1322.400024
2018-03-12,1319.400024
2018-03-13,1325.900024
2018-03-14,1324.400024
2018-03-15,1316.800049
2018-03-16,1311.300049
2018-03-19,1316.800049
2018-03-20,1311.099976
2018-03-21,1320.699951
2018-03-22,1326.599976
2018-03-23,1349.300049
2018-03-26,1354.400024
2018-03-27,1341.300049
2018-03-28,1324.199951
2018-03-29,1322.800049
2018-04-02,1342.099976
2018-04-03,1332.800049
2018-04-04,1335.800049
2018-04-05,1324.300049
2018-04-06,1331.900024
2018-04-09,1336.300049
2018-04-10,1342
2018-04-11,1356.5
2018-04-12,1338.400024
2018-04-13,1344.800049
2018-04-16,1347.5
2018-04-17,1347.199951
2018-04-18,1351.199951
2018-04-19,1346.800049
2018-04-20,1336.699951
2018-04-23,1322.5
2018-04-24,1331.400024
2018-04-25,1321.199951
2018-04-26,1316.300049
2018-04-27,1320.300049
2018-04-30,1316.199951
2018-05-01,1303.800049
2018-05-02,1302.599976
2018-05-03,1310.699951
2018-05-04,1312.699951
2018-05-07,1312.199951
2018-05-08,1312
2018-05-09,1311.300049
2018-05-10,1320.800049
2018-05-11,1319
2018-05-14,1316.5
2018-05-15,1288.900024
2018-05-16,1290.199951
2018-05-17,1288.199951
2018-05-18,1290.199951
2018-05-21,1290.199951
2018-05-22,1291.699951
2018-05-23,1289.300049
2018-05-24,1303.699951
2018-05-25,1303.300049
2018-05-29,1298.699951
2018-05-30,1301.5
2018-05-31,1300.099976
2018-06-01,1294.800049
2018-06-04,1293.099976
2018-06-05,1297.5
2018-06-06,1297.099976
2018-06-07,1298.699951
2018-06-08,1298.099976
2018-06-11,1298.900024
2018-06-12,1295.099976
2018-06-13,1296.900024
2018-06-14,1304
2018-06-15,1274.599976
2018-06-18,1276.199951
2018-06-19,1275.599976
2018-06-20,1271.199951
2018-06-21,1267.199951
2018-06-22,1267.400024
2018-06-25,1265.599976
2018-06-26,1256.599976
2018-06-27,1252.800049
2018-06-28,1247.800049
2018-06-29,1251.300049
2018-07-02,1239.800049
2018-07-03,1251.599976
2018-07-05,1257.300049
2018-07-06,1254.300049
2018-07-09,1258.099976
2018-07-10,1253.800049
2018-07-11,1242.800049
2018-07-12,1245
2018-07-13,1239.599976
2018-07-16,1238.099976
2018-07-17,1225.699951
2018-07-18,1226.300049
2018-07-19,1222.400024
2018-07-20,1229.5
2018-07-23,1224
2018-07-24,1223.900024
2018-07-25,1231.400024
2018-07-26,1225.300049
2018-07-27,1222.599976
2018-07-30,1221.300049
2018-07-31,1223.699951
2018-08-01,1217.900024
2018-08-02,1210.599976
2018-08-03,1214.199951
2018-08-06,1208.599976
2018-08-07,1209.599976
2018-08-08,1212.599976
2018-08-09,1211.900024
2018-08-10,1211.099976
2018-08-13,1191.300049
2018-08-14,1193
2018-08-15,1177.5
2018-08-16,1176.199951
2018-08-17,1176.5
2018-08-20,1186.800049
2018-08-21,1192.599976
2018-08-22,1196.300049
2018-08-23,1187
2018-08-24,1206.300049
2018-08-27,1209
2018-08-28,1207.400024
2018-08-29,1204.5
2018-08-30,1197.699951
2018-08-31,1200.300049
2018-09-04,1192.699951
2018-09-05,1194.900024
2018-09-06,1197.900024
2018-09-07,1193.599976
2018-09-10,1193
2018-09-11,1195.400024
2018-09-12,1204.699951
2018-09-13,1202
2018-09-14,1195
2018-09-17,1199.699951
2018-09-18,1196.800049
2018-09-19,1202.199951
2018-09-20,1206.199951
2018-09-21,1196.199951
2018-09-24,1199.300049
2018-09-25,1200
2018-09-26,1194
2018-09-27,1182.300049
2018-09-28,1191.5
2018-10-01,1187.099976
2018-10-02,1202.400024
2018-10-03,1198.300049
2018-10-04,1197.199951
2018-10-05,1201.199951
2018-10-08,1184.400024
2018-10-09,1187.199951
2018-10-10,1189.300049
2018-10-11,1223.5
2018-10-12,1218.099976
2018-10-15,1226.400024
2018-10-16,1227.300049
2018-10-17,1223.699951
2018-10-18,1226.5
2018-10-19,1225.300049
2018-10-22,1221.199951
2018-10-23,1233.400024
2018-10-24,1227.800049
2018-10-25,1229.099976
2018-10-26,1232.5
2018-10-29,1224.5
2018-10-30,1222.599976
2018-10-31,1212.300049
2018-11-01,1236
2018-11-02,1230.900024
2018-11-05,1229.800049
2018-11-06,1223.800049
2018-11-07,1226.199951
2018-11-08,1222.900024
2018-11-09,1206.400024
2018-11-12,1201.300049
2018-11-13,1199.199951
2018-11-14,1207.900024
2018-11-15,1212.800049
2018-11-16,1220.800049
2018-11-19,1223.099976
2018-11-20,1219
2018-11-21,1225.800049
2018-11-23,1221
2018-11-26,1220.199951
2018-11-27,1211.199951
2018-11-28,1221.400024
2018-11-29,1224.099976
2018-11-30,1220.199951
2018-12-03,1233.900024
2018-12-04,1241.099976
2018-12-06,1238.099976
2018-12-07,1246.800049
2018-12-10,1243.699951
2018-12-11,1241.900024
2018-12-12,1244.400024
2018-12-13,1242.699951
2018-12-14,1237
2018-12-17,1247.400024
2018-12-18,1249.199951
2018-12-19,1252.099976
2018-12-20,1263.599976
2018-12-21,1253.800049
2018-12-24,1267.5
2018-12-26,1269.199951
2018-12-27,1277.300049
2018-12-28,1279.900024
2018-12-31,1278.300049
2019-01-02,1281
2019-01-03,1291.800049
2019-01-04,1282.699951
2019-01-07,1286.800049
2019-01-08,1283.199951
2019-01-09,1289.300049
2019-01-10,1284.699951
2019-01-11,1287.099976
2019-01-14,1289.099976
2019-01-15,1286.199951
2019-01-16,1291.599976
2019-01-17,1291
2019-01-18,1281.300049
2019-01-22,1282.5
2019-01-23,1283.099976
2019-01-24,1279.099976
2019-01-25,1297.400024
2019-01-28,1302.400024
2019-01-29,1308.199951
2019-01-30,1309.900024
2019-01-31,1319.699951
2019-02-01,1316.900024
2019-02-04,1314.300049
2019-02-05,1314.199951
2019-02-06,1309.5
2019-02-07,1309.400024
2019-02-08,1313.699951
2019-02-11,1307
2019-02-12,1309.199951
2019-02-13,1310.800049
2019-02-14,1309.800049
2019-02-15,1318.099976
2019-02-19,1340.099976
2019-02-20,1343.300049
2019-02-21,1323.5
2019-02-22,1329.199951
2019-02-25,1325.900024
2019-02-26,1325.099976
2019-02-27,1317.699951
2019-02-28,1312.800049
2019-03-01,1296.400024
2019-03-04,1284.800049
2019-03-05,1282
2019-03-06,1284.900024
2019-03-07,1283.800049
2019-03-08,1297
2019-03-11,1288.800049
2019-03-12,1296.300049
2019-03-13,1307.5
2019-03-14,1293.400024
2019-03-15,1301.800049
2019-03-18,1300.300049
2019-03-19,1305
2019-03-20,1300.5
2019-03-21,1306.099976
2019-03-22,1311.599976
2019-03-25,1321.900024
2019-03-26,1314.300049
2019-03-27,1309.900024
2019-03-28,1289.800049
2019-03-29,1293
2019-04-01,1288.400024
2019-04-02,1290
2019-04-03,1289.900024
2019-04-04,1289
2019-04-05,1290.400024
2019-04-08,1297.099976
2019-04-09,1303.5
2019-04-10,1309.099976
2019-04-11,1288.599976
2019-04-12,1290.599976
2019-04-15,1286.800049
2019-04-16,1272.599976
2019-04-17,1272.199951
2019-04-18,1271.900024
2019-04-22,1273.5
2019-04-23,1269.300049
2019-04-24,1275.5
2019-04-25,1275.800049
2019-04-26,1284.900024
2019-04-29,1278.599976
2019-04-30,1282.800049
2019-05-01,1281.400024
2019-05-02,1269.699951
2019-05-03,1279.199951
2019-05-06,1281.699951
2019-05-07,1283.5
2019-05-08,1279.400024
2019-05-09,1283.5
2019-05-10,1285.699951
2019-05-13,1300.099976
2019-05-14,1294.699951
2019-05-15,1296.300049
2019-05-16,1285
2019-05-17,1274.5
2019-05-20,1276.099976
2019-05-21,1272
2019-05-22,1273.599976
2019-05-23,1284.800049
2019-05-24,1283
2019-05-28,1276.5
2019-05-29,1280.599976
2019-05-30,1287.099976
2019-05-31,1305.800049
2019-06-03,1322.699951
2019-06-04,1323.400024
2019-06-05,1328.300049
2019-06-06,1337.599976
2019-06-07,1341.199951
2019-06-10,1324.699951
2019-06-11,1326.400024
2019-06-12,1331.900024
2019-06-13,1339.199951
2019-06-14,1340.099976
2019-06-17,1338.699951
2019-06-18,1346.599976
2019-06-19,1344.599976
2019-06-20,1392.900024
2019-06-21,1396.199951
2019-06-24,1414.300049
2019-06-25,1414.900024
2019-06-26,1411.599976
2019-06-27,1408.400024
2019-06-28,1409.699951
2019-07-01,1385.599976
2019-07-02,1404.599976
2019-07-03,1417.699951
2019-07-05,1396.699951
2019-07-08,1397
2019-07-09,1397.5
2019-07-10,1410.099976
2019-07-11,1404.300049
2019-07-12,1409.900024
2019-07-15,1411.400024
2019-07-16,1409.199951
2019-07-17,1421.300049
2019-07-18,1426.099976
2019-07-19,1425.099976
2019-07-22,1425.300049
2019-07-23,1420.099976
2019-07-24,1422.800049
2019-07-25,1413.900024
2019-07-26,1418.5
2019-07-29,1419.599976
2019-07-30,1429.699951
2019-07-31,1426.099976
2019-08-01,1420.900024
2019-08-02,1445.599976
2019-08-05,1464.599976
2019-08-06,1472.400024
2019-08-07,1507.300049
2019-08-08,1497.699951
2019-08-09,1496.599976
2019-08-12,1505.300049
2019-08-13,1502.199951
2019-08-14,1515.900024
2019-08-15,1519.599976
2019-08-16,1512.5
2019-08-19,1500.400024
2019-08-20,1504.599976
2019-08-21,1504.599976
2019-08-22,1497.300049
2019-08-23,1526.599976
2019-08-26,1526.300049
